ID,Name_lang,Description_lang,ToastDescription_lang,CovenantID,Level,Icon,Flags,UiOrder,ItemID,SpellID,MountID,TransmogID,TransmogSetID,CharTitlesID,GarrFollowerID,TransmogIllusionID,QuestID,PlayerConditionID
511,영혼결속 강화: 클레이아,클레이아의 열두 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,클레이아 영혼결속 줄 잠금 해제,1,54,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
512,영혼결속 강화: 미카니코스,미카니코스의 열한 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,미카니코스 영혼결속 줄 잠금 해제,1,53,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
513,지배의 사슬: 밤의 힘,지배의 사슬 대장정의 다음 장을 수행할 수 있습니다.,새로운 대장정 퀘스트 수행 가능,1,52,1500884,0,0,0,0,0,0,0,0,0,0,64508,0
514,,기억의 위습을 획득합니다. 이것으로 모험가 한 명에게 대량의 경험치를 부여할 수 있습니다.,기억의 위습 획득,1,52,0,0,1,186472,0,0,0,0,0,0,0,64443,0
515,영혼결속 강화: 펠라고스,펠라고스의 열한 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,펠라고스 영혼결속 줄 잠금 해제,1,51,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
516,지배의 사슬: 보이지 않는 손님,지배의 사슬 대장정의 다음 장을 수행할 수 있습니다.,새로운 대장정 퀘스트 수행 가능,1,50,1500884,0,0,0,0,0,0,0,0,0,0,64508,0
517,영혼결속 강화: 클레이아,클레이아의 열한 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,클레이아 영혼결속 줄 잠금 해제,1,49,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
518,영혼결속 강화: 미카니코스,미카니코스의 열 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,미카니코스 영혼결속 줄 잠금 해제,1,48,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
519,영혼결속 강화: 클레이아,클레이아의 도관 두 번째 줄이 강화되었습니다.,클레이아 영혼결속 줄 잠금 해제,1,64,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
520,영혼결속 강화: 펠라고스,펠라고스의 도관 첫 번째 줄이 강화되었습니다.,펠라고스 영혼결속 줄 잠금 해제,1,63,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
521,영혼결속 강화: 미카니코스,미카니코스의 도관 첫 번째 줄이 강화되었습니다.,미카니코스 영혼결속 줄 잠금 해제,1,62,3684894,2,0,0,0,0,0,0,0,0,0,0,0
522,비평점제 PvP 아이템 레벨,"당신과 키리안이 지속적으로 조 중개단에게 깊은 인상을 주어, 2 시즌 비평점제 PvP 장비를 더욱 높은 7 등급까지 강화할 수 있게 됩니다.",비평점제 PvP 최대 등급 상승 가능,1,59,1713483,0,1,0,0,0,0,0,0,0,0,64508,91048
523,영혼결속 강화: 클레이아,클레이아의 도관 첫 번째 줄이 강화되었습니다.,클레이아 영혼결속 줄 잠금 해제,1,61,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
524,,키리안과의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,1,50,0,0,1,0,354252,0,0,0,0,0,0,64145,0
525,지배의 사슬: 저 앞에 기다리는 것,지배의 사슬 대장정의 마지막 장을 수행할 수 있습니다.,새로운 대장정 퀘스트 수행 가능,1,58,1500884,1,0,0,0,0,0,0,0,0,0,64508,0
526,오리보스 퀘스트 령 보상,오리보스의 주간 던전 및 플레이어 간 전투 퀘스트 보상으로 받는 령의 양이 증가합니다.,주간 던전 및 플레이어 간 전투 퀘스트 령 보상 증가,1,73,3528287,0,1,0,0,0,0,0,0,0,0,64082,91042
527,,이 모험가를 영입하려면 코로스와 대화하십시오.,새로운 모험가 영입 가능,1,62,0,0,1,0,0,0,0,0,0,1342,0,64508,0
528,영혼결속 강화: 미카니코스,미카니코스의 열두 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,미카니코스 영혼결속 줄 잠금 해제,1,57,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
529,,이 모험가를 영입하려면 코로스와 대화하십시오.,새로운 모험가 영입 가능,1,71,0,0,1,0,0,0,0,0,0,1343,0,0,0
530,영혼결속 강화: 클레이아,클레이아의 도관 네 번째 줄이 강화되었습니다.,클레이아 영혼결속 줄 잠금 해제,1,70,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
531,영혼결속 강화: 미카니코스,미카니코스의 도관 세 번째 줄이 강화되었습니다.,미카니코스 영혼결속 줄 잠금 해제,1,69,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
532,영혼결속 강화: 펠라고스,펠라고스의 도관 세 번째 줄이 강화되었습니다.,펠라고스 영혼결속 줄 잠금 해제,1,68,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
533,영혼결속 강화: 클레이아,클레이아의 도관 세 번째 줄이 강화되었습니다.,클레이아 영혼결속 줄 잠금 해제,1,67,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
534,,기억의 위습을 획득합니다. 이것으로 모험가 한 명에게 대량의 경험치를 부여할 수 있습니다.,기억의 위습 획득,1,67,0,0,1,186472,0,0,0,0,0,0,0,64444,0
535,영혼결속 강화: 펠라고스,펠라고스의 도관 두 번째 줄이 강화되었습니다.,펠라고스 영혼결속 줄 잠금 해제,1,66,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
536,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,1,61,236668,0,1,0,0,0,0,0,0,0,0,64068,91050
537,영혼결속 강화: 미카니코스,미카니코스의 도관 두 번째 줄이 강화되었습니다.,미카니코스 영혼결속 줄 잠금 해제,1,65,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
538,영혼결속 강화: 미카니코스,미카니코스의 도관 여섯 번째 줄이 강화되었습니다.,미카니코스 영혼결속 줄 잠금 해제,1,77,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
539,,기억의 위습을 획득합니다. 이것으로 모험가 한 명에게 대량의 경험치를 부여할 수 있습니다.,기억의 위습 획득,1,76,0,0,0,186472,0,0,0,0,0,0,0,64445,0
540,영혼결속 강화: 클레이아,클레이아의 도관 다섯 번째 줄이 강화되었습니다.,클레이아 영혼결속 줄 잠금 해제,1,75,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
541,영혼결속 강화: 미카니코스,미카니코스의 도관 다섯 번째 줄이 강화되었습니다.,미카니코스 영혼결속 줄 잠금 해제,1,74,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
542,,키리안과의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,1,59,0,0,1,0,354257,0,0,0,0,0,0,64146,0
543,영혼결속 강화: 펠라고스,펠라고스의 도관 다섯 번째 줄이 강화되었습니다.,펠라고스 영혼결속 줄 잠금 해제,1,73,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
544,영혼결속 강화: 펠라고스,펠라고스의 도관 네 번째 줄이 강화되었습니다.,펠라고스 영혼결속 줄 잠금 해제,1,72,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
545,영혼결속 강화: 미카니코스,미카니코스의 도관 네 번째 줄이 강화되었습니다.,미카니코스 영혼결속 줄 잠금 해제,1,71,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
546,,,칭호 잠금 해제,1,80,3641395,1,0,0,0,0,0,0,702,0,0,64508,0
547,영혼결속 강화: 클레이아,클레이아의 도관 여섯 번째 줄이 강화되었습니다.,클레이아 영혼결속 줄 잠금 해제,1,79,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
548,영혼결속 강화: 펠라고스,펠라고스의 도관 여섯 번째 줄이 강화되었습니다.,펠라고스 영혼결속 줄 잠금 해제,1,78,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
549,비평점제 PvP 아이템 레벨,"키리안이 오리보스의 조 중개단과 교류를 시작하여, 2 시즌 비평점제 PvP 장비를 5 등급까지 강화할 수 있게 됩니다.",비평점제 PvP 최대 등급 상승 가능,1,43,1713483,0,1,0,0,0,0,0,0,0,0,0,91854
550,비평점제 PvP 아이템 레벨,"강령군주가 오리보스의 조 중개단과 교류를 시작하여, 비평점제 PvP 장비를 5 등급까지 강화할 수 있게 됩니다.",비평점제 PvP 최대 등급 상승 가능,4,43,1713483,0,1,0,0,0,0,0,0,0,0,0,91854
551,비평점제 PvP 아이템 레벨,"나이트 페이가 오리보스의 조 중개단과 교류를 시작하여, 2 시즌 비평점제 PvP 장비를 5 등급까지 강화할 수 있게 됩니다.",비평점제 PvP 최대 등급 상승 가능,3,43,1713483,0,1,0,0,0,0,0,0,0,0,0,91854
552,비평점제 PvP 아이템 레벨,"벤티르가 오리보스의 조 중개단과 교류를 시작하여, 2 시즌 비평점제 PvP 장비를 5 등급까지 강화할 수 있게 됩니다.",비평점제 PvP 최대 등급 상승 가능,2,43,1713483,0,1,0,0,0,0,0,0,0,0,0,91854
553,,영예 병참장교에게서 이 탈것을 구매할 수 있습니다.,새로운 탈것 구매 가능,1,70,0,0,1,0,0,1494,0,0,0,0,0,0,0
554,,영예 병참장교에게서 이 탈것을 구매할 수 있습니다.,새로운 탈것 구매 가능,4,70,0,0,1,0,0,1496,0,0,0,0,0,0,0
555,,영예 병참장교에게서 이 탈것을 구매할 수 있습니다.,새로운 탈것 구매 가능,3,70,0,0,1,0,0,1485,0,0,0,0,0,0,0
556,,영예 병참장교에게서 이 탈것을 구매할 수 있습니다.,새로운 탈것 구매 가능,2,70,0,0,1,0,0,1489,0,0,0,0,0,0,0
557,,이 복장을 획득합니다.,새로운 형상 획득,1,60,0,0,0,0,0,0,0,2208,0,0,0,64372,0
558,,이 복장을 획득합니다.,새로운 형상 획득,4,60,0,0,0,0,0,0,0,2212,0,0,0,64373,0
559,,이 복장을 획득합니다.,새로운 형상 획득,3,60,0,0,0,0,0,0,0,2205,0,0,0,64374,0
560,,이 복장을 획득합니다.,새로운 형상 획득,2,60,0,0,0,0,0,0,0,2214,0,0,0,64375,0
561,,,새로운 형상 구매 가능,3,77,0,0,1,0,0,0,0,2202,0,0,0,0,0
562,,,새로운 형상 구매 가능,1,77,0,0,1,0,0,0,0,2209,0,0,0,0,0
563,,,새로운 형상 구매 가능,4,77,0,0,1,0,0,0,0,2211,0,0,0,0,0
564,,,새로운 형상 구매 가능,2,77,0,0,1,0,0,0,0,2217,0,0,0,0,0
565,,,새로운 되찾은 기억 획득,1,48,0,0,1,186566,0,0,0,0,0,0,0,64378,40073
566,,,새로운 되찾은 기억 획득,1,48,0,0,1,187111,0,0,0,0,0,0,0,64379,42788
567,,,새로운 되찾은 기억 획득,1,48,0,0,1,186673,0,0,0,0,0,0,0,64395,42789
568,,,새로운 되찾은 기억 획득,1,48,0,0,1,187229,0,0,0,0,0,0,0,64392,42790
569,,,새로운 되찾은 기억 획득,1,48,0,0,1,186591,0,0,0,0,0,0,0,64386,39985
570,,,새로운 되찾은 기억 획득,1,48,0,0,1,187237,0,0,0,0,0,0,0,64413,42791
571,,,새로운 되찾은 기억 획득,1,48,0,0,1,187106,0,0,0,0,0,0,0,64417,42792
572,,,새로운 되찾은 기억 획득,1,48,0,0,1,187163,0,0,0,0,0,0,0,64405,39986
573,,,새로운 되찾은 기억 획득,1,48,0,0,1,186775,0,0,0,0,0,0,0,64396,42230
574,,,새로운 되찾은 기억 획득,1,48,0,0,1,187259,0,0,0,0,0,0,0,64409,42793
575,,,새로운 되찾은 기억 획득,1,48,0,0,1,187225,0,0,0,0,0,0,0,64412,39987
576,,,새로운 되찾은 기억 획득,1,48,0,0,1,187511,0,0,0,0,0,0,0,64418,42794
577,,,새로운 되찾은 기억 획득,4,48,0,0,1,186568,0,0,0,0,0,0,0,64404,40073
578,,,새로운 되찾은 기억 획득,4,48,0,0,1,187118,0,0,0,0,0,0,0,64424,42788
579,,,새로운 되찾은 기억 획득,4,48,0,0,1,186577,0,0,0,0,0,0,0,64425,42789
580,,,새로운 되찾은 기억 획득,4,48,0,0,1,187230,0,0,0,0,0,0,0,64393,42790
581,,,새로운 되찾은 기억 획득,4,48,0,0,1,186621,0,0,0,0,0,0,0,64391,39985
582,,,새로운 되찾은 기억 획득,4,48,0,0,1,187217,0,0,0,0,0,0,0,64398,42791
583,,,새로운 되찾은 기억 획득,4,48,0,0,1,187107,0,0,0,0,0,0,0,64399,42792
584,,,새로운 되찾은 기억 획득,4,48,0,0,1,187160,0,0,0,0,0,0,0,64414,39986
585,,,새로운 되찾은 기억 획득,4,48,0,0,1,186712,0,0,0,0,0,0,0,64383,42230
586,,,새로운 되찾은 기억 획득,4,48,0,0,1,186689,0,0,0,0,0,0,0,64384,42793
587,,,새로운 되찾은 기억 획득,4,48,0,0,1,187226,0,0,0,0,0,0,0,64420,39987
588,,,새로운 되찾은 기억 획득,4,48,0,0,1,186570,0,0,0,0,0,0,0,64421,42794
589,,,새로운 되찾은 기억 획득,3,48,0,0,1,186565,0,0,0,0,0,0,0,64406,40073
590,,,새로운 되찾은 기억 획득,3,48,0,0,1,187109,0,0,0,0,0,0,0,64385,42788
591,,,새로운 되찾은 기억 획득,3,48,0,0,1,186687,0,0,0,0,0,0,0,64397,42789
592,,,새로운 되찾은 기억 획득,3,48,0,0,1,187231,0,0,0,0,0,0,0,64388,42790
593,,,새로운 되찾은 기억 획득,3,48,0,0,1,187280,0,0,0,0,0,0,0,64403,39985
594,,,새로운 되찾은 기억 획득,3,48,0,0,1,187258,0,0,0,0,0,0,0,64380,42791
595,,,새로운 되찾은 기억 획득,3,48,0,0,1,187132,0,0,0,0,0,0,0,64382,42792
596,,,새로운 되찾은 기억 획득,3,48,0,0,1,187161,0,0,0,0,0,0,0,64408,39986
597,,,새로운 되찾은 기억 획득,3,48,0,0,1,186676,0,0,0,0,0,0,0,64401,42230
598,,,새로운 되찾은 기억 획득,3,48,0,0,1,187223,0,0,0,0,0,0,0,64416,42793
599,,,새로운 되찾은 기억 획득,3,48,0,0,1,187227,0,0,0,0,0,0,0,64402,39987
600,,,새로운 되찾은 기억 획득,3,48,0,0,1,186576,0,0,0,0,0,0,0,64423,42794
601,,,새로운 되찾은 기억 획득,2,48,0,0,1,186567,0,0,0,0,0,0,0,64381,40073
602,,,새로운 되찾은 기억 획득,2,48,0,0,1,187105,0,0,0,0,0,0,0,64394,42788
603,,,새로운 되찾은 기억 획득,2,48,0,0,1,186609,0,0,0,0,0,0,0,64389,42789
604,,,새로운 되찾은 기억 획득,2,48,0,0,1,187232,0,0,0,0,0,0,0,64419,42790
605,,,새로운 되찾은 기억 획득,2,48,0,0,1,186635,0,0,0,0,0,0,0,64390,39985
606,,,새로운 되찾은 기억 획득,2,48,0,0,1,187277,0,0,0,0,0,0,0,64387,42791
607,,,새로운 되찾은 기억 획득,2,48,0,0,1,187127,0,0,0,0,0,0,0,64400,42792
608,,,새로운 되찾은 기억 획득,2,48,0,0,1,187162,0,0,0,0,0,0,0,64410,39986
609,,,새로운 되찾은 기억 획득,2,48,0,0,1,186710,0,0,0,0,0,0,0,64411,42230
610,,,새로운 되찾은 기억 획득,2,48,0,0,1,187224,0,0,0,0,0,0,0,64415,42793
611,,,새로운 되찾은 기억 획득,2,48,0,0,1,187228,0,0,0,0,0,0,0,64422,39987
612,,,새로운 되찾은 기억 획득,2,48,0,0,1,186572,0,0,0,0,0,0,0,64407,42794
613,,,새로운 형상 구매 가능,2,64,0,0,1,0,0,0,0,2221,0,0,0,0,0
614,,,새로운 형상 구매 가능,2,74,0,0,1,0,0,0,0,2218,0,0,0,0,0
615,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,1,75,236668,0,1,0,0,0,0,0,0,0,0,64069,92127
616,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,4,75,236668,0,1,0,0,0,0,0,0,0,0,64069,92127
617,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,3,75,236668,0,1,0,0,0,0,0,0,0,0,64069,92127
618,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,2,75,236668,0,1,0,0,0,0,0,0,0,0,64069,92127
619,영혼결속 강화: 미카니코스,미카니코스의 아홉 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,미카니코스 영혼결속 줄 잠금 해제,1,41,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
620,영혼결속 강화: 펠라고스,펠라고스의 열 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,펠라고스 영혼결속 줄 잠금 해제,1,46,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
621,마루크 켄타우로스 사이에서,|cFF00ccff계정 공유 해제|r|n온아라 평야의 마루크 켄타우로스와 동맹을 구축했습니다.,마루크 켄타우로스 영예 잠금 해제,12,1,3012071,0,0,0,0,0,0,0,0,0,0,0,0
622,켄타우로스 사냥 전리품,|cFF00ccff계정 공유 해제|r|n독특한 야수와 보물을 통해 켄타우로스 사냥 전리품을 입수하여 마루크 켄타우로스에 대한 평판을 높일 수 있게 됩니다.,마루크 평판 보물 잠금 해제,12,2,2101975,0,0,0,0,0,0,0,0,0,0,0,0
623,켄타우로스 비품,"|cFF00ccff계정 공유 해제|r|n마루카이의 병참장교 후셍에게서 마루크 요리 냄비, 아주 편안한 모피, 편안한 모피 더미 장난감을 입수할 수 있습니다.",켄타우로스 장난감 잠금 해제,12,3,133778,0,0,0,0,0,0,0,0,0,0,0,0
624,평야의 부름,|cFF00ccff계정 공유 해제|r|n언제든 아일라그 유목민 야영지를 방문했을 때 환영받게 됩니다.,켄타우로스 유목민 잠금 해제,12,4,132328,2,0,0,0,0,0,0,0,0,0,0,0
625,사냥의 부름 II,|cFF00ccff계정 공유 해제|r|n마루크 켄타우로스와 함께 사냥할 때 동료를 영입할 수 있도록 합니다. 마루카이의 교관 프로드럼을 통해 선택할 수 있습니다.,사냥 동료 잠금 해제,12,9,461122,0,0,0,0,0,0,0,0,0,0,0,0
626,용비늘 원정대,|cFF00ccff계정 공유 해제|r|n용비늘 원정대와 함께 모험을 시작했습니다!,용비늘 원정대 영예 잠금 해제,13,1,4553783,0,0,0,0,0,0,0,0,0,0,0,0
627,원정대 정찰병의 가방,|cFF00ccff계정 공유 해제|r|n용의 섬에서 원정대 정찰병의 가방을 찾을 수 있도록 합니다. 용비늘 기지의 길잡이 제브와 대화하여 자세한 정보를 확인해야 합니다.,원정대 정찰병의 가방 보물 잠금 해제,13,2,130716,0,0,0,0,0,0,0,0,0,0,0,0
628,원정대 등반가,|cFF00ccff계정 공유 해제|r|n용의 섬에서 암벽 등반 도전이 해제됩니다. 용비늘 기지의 의사 내너스가 시작하는 방법을 자세히 알려줄 것입니다. (전역 퀘스트 플레이가 가능해야 합니다.),등반 전역 퀘스트 플레이 가능,13,6,1119937,2,0,0,0,0,0,0,0,0,0,0,0
629,고대 차원문 II,|cFF00ccff계정 공유 해제|r|n용비늘 기지의 언덕 위에 있는 루비비늘 전초기지에서 테일린 다크앤빌을 찾아가 세 번째 고대 차원문을 이용할 수 있습니다.,추가 차원문 지점 잠금 해제,13,8,4578411,0,0,0,0,0,0,0,0,0,0,0,0
630,단순한 원정대 도구,"|cFF00ccff계정 공유 해제|r|n용비늘 기지의 레아나에게서 발굴인부의 나무망치, 발굴인부의 주먹, 발굴인부의 끌, 발굴인부의 모종삽 꾸미기 무기 형상을 입수할 수 있습니다.",원정대 도구 형상 잠금 해제,13,3,133054,0,0,0,0,0,0,0,0,0,0,0,0
631,원정대 장비 I,용비늘 기지의 길잡이 제브에게서 유용한 전투용 원정대 장갑(아이템 레벨 376)을 입수할 수 있습니다.,장갑 방어구 잠금 해제,13,12,4291725,0,0,0,0,0,0,0,0,0,0,0,0
632,마법 보물 상자,|cFF00ccff계정 공유 해제|r|n용의 섬의 동굴과 폐허에서 마법 보물상자를 찾을 수 있도록 합니다. 용비늘 기지의 레아나와 대화하여 자세한 정보를 확인해야 합니다.,마법 보물 상자 잠금 해제,13,16,2201832,0,0,0,0,0,0,0,0,0,0,0,0
635,고대 차원문 III,|cFF00ccff계정 공유 해제|r|n용비늘 기지의 언덕 위에 있는 루비비늘 전초기지에서 테일린 다크앤빌을 찾아가 네 번째 고대 차원문을 이용할 수 있습니다.,추가 차원문 지점 잠금 해제,13,10,4578411,0,0,0,0,0,0,0,0,0,0,0,0
636,원정대 분류,|cFF00ccff계정 공유 해제|r|n용의 섬의 여러 장소에서 분류 원정을 수행할 수 있도록 해제합니다. 용비늘 기지의 의사 내너스가 시작하는 방법을 자세히 알려줄 것입니다. (전역 퀘스트 플레이가 가능해야 합니다.),분류 전역 퀘스트 플레이 가능,13,8,1109101,2,0,0,0,0,0,0,0,0,0,0,0
